store_id,food_name,food_image_url,price,recommend_reason
54, '마라탕', '054.maragongbang/maragongbang_F.png', 12000, '토핑이 많고 땅콩소스 무한제공'
55, '직화 소고기 칼국수', '055.gwangheenoodle/gwangheenoodle_F.jpg', 9500, '칼국수와 직화 고기를 같이 먹을 수 있고, 김치가 맛있다.'
56, '멸치국수(+명란마요 미니밥)', '056.mijung/mijung_F.png', 8500, '저렴하고 맛도 무난하고 음식이 빨리 나옴, 맛보다는 혼밥, 빨리 후다닥 먹을 땐 이곳'
57, '텐동', '057.edomae/edomae_F.png', 15000, '튀김은 겉바속촉, 기름기가 많지 않아서 먹다 느끼해지는 느낌은 덜 하다.'
58, '한돈파김치전골밥상', '058.jindaegam/jindaegam_F.png', 12000, '파김치, 돼지고기 조합 좋습니다~ 김치찌개 좋아하는 분 드셔보세요'
59, '짬뽕', '059.hongbanjeom/hongbanjeom_F.png', 11000, '맛있는 짬뽕, 불향이 기가막힘 불향 좋아하시면 추천'
60, '숯불고기 김밥', '060.neulsom/neulsom_bulgogi.png', 4800, '가성비가 좋고 불향이 나서 풍미가 좋음 + 컵라면이랑 점심 뚝딱 추천'
60, '숯불제육 김밥', '060.neulsom/neulsom_jeyuk.png', 4800, '불향 가득한 제육 김밥 컵라면이랑 점심 뚝딱 추천'
61, '맑은돼지국밥', '061.yukgyul/yukgyul_F.png', 11000, '술마시고 다음날 해장하기 좋음'
61, '항정돼지국밥', '061.yukgyul/yukgyul_hangjeong_F.png', 14000, '잡내 안나고 부위가 항정이라 그런지 고기가 짱 부드러움'
62, '차돌 순두부', '062.gardensuntofu/gardensuntofu_F.png', 11500, '서브 메뉴로 떡볶이가 제공되고, 가격도 나름 저렴하다.'
63, '일식 왕 돈가스', '063.shinmapogalmae/shinmapogalmae_F.png', 10000, '바삭한 돈까스 좋아하는 분은 이리로.'
64, '육전 소고기 국밥', '064.6jeongukbab/6jeongukbab_F.png', 11000, '맛도 무난하고 매장도 넓어서 여러명이 가기 좋다.'
65, '라면(+김밥)', '065.ssadakimbab/ssadakimbab_F.png', 9000, '다양한 분식 메뉴가 있어서 무난하게 가기 좋다.'
66, '순살 뼈해장국', '066.hansarigamjatang/hansarigamjatang_F1.png', 12000, '뼈 안발라도 됨'
66, '맑은 뼈해장국', '066.hansarigamjatang/hansarigamjatang_F2.png', 11000, '그냥 생각보다 맛있음'
67, '김치볶음밥', '067.10000bosung/10000bosung_F.png', 9500, '종각에서 김치볶음밥 먹고 싶다. 김밥지옥 같은 곳보다 김치볶음밥은 여기가 더 맛있습니다.'
68, '치킨플레이트 샐러드', '068.preppers/preppers_F2.png', 7900, '식단하시는 분들 맛있게 단백질 채우기 좋아요'
68, '비프샐러드 파스타', '068.preppers/preppers_F1.png', 13900, '닭은 질리고 플렉스하고 싶은 다이어터님 이거 개맛있습니다.'
69, '냉메밀', '069.mijin/mijin_F.png', 12000, '냉메밀 우리나라 1티어'
70, '점심 제육볶음 반상', '070.jongnobasang/jongnobansang_F(1).png', 10000, '맛 괜찮고 반찬 4개에 미역국 까지 나옴'
70, '점심 김치찜 반상', '070.jongnobasang/jongnobansang_F(2).png', 10000, '김치랑 고기의 익힘정도가 이븐해요.'
